Payment_time,Transaction_id,Partner_transaction_id,Amount,Foreign_amount,Currency,Exchange_Rate,Fee_type,Fee_amount,Foreign_fee_amount,Fee_desc
2018-04-18 10:04:53,2018041821001001730541414655	,149917862828709390	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:04:53,2018041821001001730541414655	,149917862828709390	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:04:53,2018041821001001730541414655	,149917862828709390	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00095193393174}_2604839566
2018-04-18 10:04:53,2018041821001001730541414655	,149917862828709390	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149917862828709390),2.64	,0.42	,2018041821001001730541414655-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149917862828709390)
2018-04-18 10:04:59,2018041821001001400555690245	,135886045235391030	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:04:59,2018041821001001400555690245	,135886045235391030	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135886045235391030),2.64	,0.42	,2018041821001001400555690245-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135886045235391030)
2018-04-18 10:04:59,2018041821001001400555690245	,135886045235391030	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:04:59,2018041821001001400555690245	,135886045235391030	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:04:59,2018041821001001400555690245	,135886045235391030	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076843750}_2604839566
2018-04-18 10:04:59,2018041821001001400555690245	,135886045235391030	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076843750}_2604839566
2018-04-18 10:05:03,2018041821001001030565621112	,149634687530672810	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:03,2018041821001001030565621112	,149634687530672810	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149634687530672810),2.64	,0.42	,2018041821001001030565621112-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149634687530672810)
2018-04-18 10:05:03,2018041821001001030565621112	,149634687530672810	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076915276}_2604839566
2018-04-18 10:05:03,2018041821001001030565621112	,149634687530672810	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076915276}_2604839566
2018-04-18 10:05:03,2018041821001001030565621112	,149634687530672810	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:03,2018041821001001030565621112	,149634687530672810	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:14,2018041821001001250574487952	,149485586271228712	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098292983122}_2604839566
2018-04-18 10:05:14,2018041821001001250574487952	,149485586271228712	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:14,2018041821001001250574487952	,149485586271228712	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:14,2018041821001001250574487952	,149485586271228712	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098292983122}_2604839566
2018-04-18 10:05:14,2018041821001001250574487952	,149485586271228712	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:19,2018041821001001690544802695	,135928774159321935	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099077244392}_2604839566
2018-04-18 10:05:19,2018041821001001690544802695	,135928774159321935	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135928774159321935),2.64	,0.42	,2018041821001001690544802695-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135928774159321935)
2018-04-18 10:05:19,2018041821001001690544802695	,135928774159321935	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:19,2018041821001001690544802695	,135928774159321935	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099077244392}_2604839566
2018-04-18 10:05:19,2018041821001001690544802695	,135928774159321935	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:19,2018041821001001690544802695	,135928774159321935	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:20,2018041821001001410577574267	,149329176707861921	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099077172794}_2604839566
2018-04-18 10:05:20,2018041821001001410577574267	,149329176707861921	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:20,2018041821001001410577574267	,149329176707861921	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099077172794}_2604839566
2018-04-18 10:05:20,2018041821001001410577574267	,149329176707861921	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149329176707861921),2.64	,0.42	,2018041821001001410577574267-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149329176707861921)
2018-04-18 10:05:20,2018041821001001410577574267	,149329176707861921	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:20,2018041821001001410577574267	,149329176707861921	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:21,2018041821001001970539559927	,149633259271218909	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098293120630}_2604839566
2018-04-18 10:05:21,2018041821001001970539559927	,149633259271218909	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:21,2018041821001001970539559927	,149633259271218909	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:21,2018041821001001970539559927	,149633259271218909	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098293120630}_2604839566
2018-04-18 10:05:21,2018041821001001970539559927	,149633259271218909	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:22,2018041821001001230575892501	,149306049761391406	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:22,2018041821001001390578059552	,149909827526286771	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:22,2018041821001001230575892501	,149306049761391406	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098293186408}_2604839566
2018-04-18 10:05:22,2018041821001001230575892501	,149306049761391406	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098293186408}_2604839566
2018-04-18 10:05:22,2018041821001001390578059552	,149909827526286771	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:22,2018041821001001230575892501	,149306049761391406	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:22,2018041821001001390578059552	,149909827526286771	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:22,2018041821001001390578059552	,149909827526286771	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098292827962}_2604839566
2018-04-18 10:05:22,2018041821001001390578059552	,149909827526286771	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098292827962}_2604839566
2018-04-18 10:05:22,2018041821001001230575892501	,149306049761391406	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:29,2018041821001001810543452212	,149913327059075967	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:29,2018041821001001810543452212	,149913327059075967	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:29,2018041821001001810543452212	,149913327059075967	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:29,2018041821001001810543452212	,149913327059075967	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149913327059075967),2.64	,0.42	,2018041821001001810543452212-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149913327059075967)
2018-04-18 10:05:29,2018041821001001810543452212	,149913327059075967	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00099076909898}_2604839566
2018-04-18 10:05:29,2018041821001001810543452212	,149913327059075967	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00099076909898}_2604839566
2018-04-18 10:05:35,2018041821001001310556813106	,149921138514378399	,118.00	,18.77	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098293204426}_2604839566
2018-04-18 10:05:35,2018041821001001310556813106	,149921138514378399	,118.00	,18.77	,USD,6.28790000	,Tmall Logisitic,12.56	,2.00	,菜鸟-保税_进口关税(商家){LP00098293204426}_2604839566
2018-04-18 10:05:35,2018041821001001310556813106	,149921138514378399	,118.00	,18.77	,USD,6.28790000	,Juhuasuan Overseas Commission,1.68	,0.27	,Juhuasuan Overseas Commission
2018-04-18 10:05:35,2018041821001001310556813106	,149921138514378399	,118.00	,18.77	,USD,6.28790000	,Tmall Global Commission,2.11	,0.34	,Tmall Global Commission
2018-04-18 10:05:35,2018041821001001310556813106	,149921138514378399	,118.00	,18.77	,USD,6.28790000	,Alipay commission,1.18	,0.19	,Alipay service fee
2018-04-18 10:05:38,2018041821001001150556586380	,149330604171738205	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098293031052}_2604839566
2018-04-18 10:05:38,2018041821001001150556586380	,149330604171738205	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:38,2018041821001001150556586380	,149330604171738205	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:38,2018041821001001150556586380	,149330604171738205	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:38,2018041821001001150556586380	,149330604171738205	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098293031052}_2604839566
2018-04-18 10:05:42,2018041821001001830540775440	,149330604070127501	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:42,2018041821001001830540775440	,149330604070127501	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:42,2018041821001001830540775440	,149330604070127501	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098293336002}_2604839566
2018-04-18 10:05:42,2018041821001001830540775440	,149330604070127501	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:42,2018041821001001830540775440	,149330604070127501	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098293336002}_2604839566
2018-04-18 10:05:42,2018041821001001700240419655	,149486034097471728	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:42,2018041821001001700240419655	,149486034097471728	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:42,2018041821001001700240419655	,149486034097471728	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00095193668405}_2604839566
2018-04-18 10:05:42,2018041821001001700240419655	,149486034097471728	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00095193668405}_2604839566
2018-04-18 10:05:42,2018041821001001700240419655	,149486034097471728	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:48,2018041821001001550541730096	,135924910865176931	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098292899879}_2604839566
2018-04-18 10:05:48,2018041821001001550541730096	,135924910865176931	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:48,2018041821001001550541730096	,135924910865176931	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:48,2018041821001001550541730096	,135924910865176931	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:48,2018041821001001550541730096	,135924910865176931	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098292899879}_2604839566
2018-04-18 10:05:49,2018041821001001490575232896	,135928550360484759	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135928550360484759),2.64	,0.42	,2018041821001001490575232896-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(135928550360484759)
2018-04-18 10:05:49,2018041821001001490575232896	,135928550360484759	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:49,2018041821001001490575232896	,135928550360484759	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00095193375435}_2604839566
2018-04-18 10:05:49,2018041821001001490575232896	,135928550360484759	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:49,2018041821001001490575232896	,135928550360484759	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00095193375435}_2604839566
2018-04-18 10:05:49,2018041821001001490575232896	,135928550360484759	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:51,2018041821001001370582410781	,135983235616390734	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:51,2018041821001001370582410781	,135983235616390734	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:51,2018041821001001370582410781	,135983235616390734	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098293025161}_2604839566
2018-04-18 10:05:51,2018041821001001370582410781	,135983235616390734	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:51,2018041821001001370582410781	,135983235616390734	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098293025161}_2604839566
2018-04-18 10:05:52,2018041821001001180557131640	,149482870843391927	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,13.00	,2.07	,菜鸟-保税_基础服务费(商家){LP00098293043380}_2604839566
2018-04-18 10:05:52,2018041821001001180557131640	,149482870843391927	,59.00	,9.38	,USD,6.28790000	,Alipay commission,0.59	,0.09	,Alipay service fee
2018-04-18 10:05:52,2018041821001001180557131640	,149482870843391927	,59.00	,9.38	,USD,6.28790000	,Juhuasuan Overseas Commission,0.84	,0.13	,Juhuasuan Overseas Commission
2018-04-18 10:05:52,2018041821001001180557131640	,149482870843391927	,59.00	,9.38	,USD,6.28790000	,Tmall Global Commission,1.05	,0.17	,Tmall Global Commission
2018-04-18 10:05:52,2018041821001001180557131640	,149482870843391927	,59.00	,9.38	,USD,6.28790000	,Tmall Logisitic,6.28	,1.00	,菜鸟-保税_进口关税(商家){LP00098293043380}_2604839566
2018-04-18 10:05:52,2018041821001001180557131640	,149482870843391927	,59.00	,9.38	,USD,6.28790000	,Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149482870843391927),2.64	,0.42	,2018041821001001180557131640-Taobaoke’s replenished deduction of International settlement (ordinary Taobaoke)(149482870843391927)
